Date,ID,Item
2014-01-04,1052mh291,beef
2014-01-04,1052mh291,shopping bags
2014-01-04,1169tw612,liquor
2014-01-04,1169tw612,bottled water
2014-01-04,1852mr670,tropical fruit
2014-01-04,1852mr670,chocolate
2014-01-04,1948ni211,other vegetables
2014-01-04,1948ni211,other vegetables
2014-01-04,2361tm728,light bulbs
2014-01-04,2361tm728,whipped/sour cream
2014-01-04,2733sl344,soda
2014-01-04,2733sl344,red/blush wine
2014-01-04,2847px228,soups
2014-01-04,2847px228,margarine
2014-01-04,2965sa393,dessert
2014-01-04,2965sa393,white bread
2014-01-04,2965sa393,salty snack
2014-01-04,2965sa393,cat food
2014-01-04,3028iu257,white bread
2014-01-04,3028iu257,butter
2014-01-04,3141hh188,frozen vegetables
2014-01-04,3141hh188,other vegetables
2014-01-04,3141hh188,napkins
2014-01-04,3284to278,instant coffee
2014-01-04,3284to278,yogurt
2014-01-04,3284to278,other vegetables
2014-01-04,3398it896,chocolate
2014-01-04,3398it896,cat food
2014-01-04,3621jo353,ham
2014-01-04,3621jo353,citrus fruit
2014-01-04,3621jo353,cling film/bags
2014-01-04,3848gg225,chocolate marshmallow
2014-01-04,3848gg225,brown bread
2014-01-04,4310su117,candy
2014-01-04,4310su117,bottled water
2014-01-04,4465fe340,specialty chocolate
2014-01-04,4465fe340,frozen potato products
2014-01-04,4830en224,soda
2014-01-04,4830en224,ice cream
2014-01-05,1415fv055,sausage
2014-01-05,1415fv055,fruit/vegetable juice
2014-01-05,1891bj002,hygiene articles
2014-01-05,1891bj002,white bread
2014-01-05,1969gg724,other vegetables
2014-01-05,1969gg724,jam
2014-01-05,1969gg724,cat food
2014-01-05,1969gg724,fruit/vegetable juice
2014-01-05,2047zi125,tropical fruit
2014-01-05,2047zi125,cat food
2014-01-05,2129oh222,berries
2014-01-05,2129oh222,coffee
2014-01-05,2174cp593,brown bread
2014-01-05,2174cp593,bottled water
2014-01-05,2174cp593,domestic eggs
2014-01-05,2193pi458,whole milk
2014-01-05,2193pi458,bottled beer
2014-01-05,2238fn015,curd
2014-01-05,2238fn015,whole milk
2014-01-05,2238fn015,pastry
2014-01-05,2269du246,hamburger meat
2014-01-05,2269du246,sliced cheese
2014-01-05,2618vd743,flower (seeds)
2014-01-05,2618vd743,whipped/sour cream
2014-01-05,2618vd743,specialty chocolate
2014-01-05,2618vd743,bottled water
2014-01-05,2725nx753,whole milk
2014-01-05,2725nx753,baking powder
2014-01-05,2847px228,rolls/buns
2014-01-05,2847px228,processed cheese
2014-01-05,2982ae690,coffee
2014-01-05,2982ae690,sugar
2014-01-05,3425ao571,citrus fruit
2014-01-05,3425ao571,soda
2014-01-05,3639ey798,sweet spreads
2014-01-05,3639ey798,flower (seeds)
2014-01-05,3684hh887,newspapers
2014-01-05,3684hh887,rolls/buns
2014-01-05,3684hh887,newspapers
2014-01-05,3814jg362,bottled water
2014-01-05,3814jg362,red/blush wine
2014-01-05,4182fu742,liver loaf
2014-01-05,4182fu742,vinegar
2014-01-05,4182fu742,whole milk
2014-01-05,4426ua637,pip fruit
2014-01-05,4426ua637,pastry
2014-01-05,4426ua637,Instant food products
2014-01-05,4442sb913,citrus fruit
2014-01-05,4442sb913,baking powder
2014-01-05,4601zw848,pot plants
2014-01-05,4601zw848,yogurt
2014-01-05,4601zw848,cream cheese
2014-01-05,4823sb041,UHT-milk
2014-01-05,4823sb041,frozen meals
2014-01-05,4938cq512,meat
2014-01-05,4938cq512,shopping bags
2014-01-05,4938cq512,UHT-milk
2014-01-05,4997lv130,whole milk
2014-01-05,4997lv130,canned beer
2014-01-06,1057fm477,soda
2014-01-06,1057fm477,domestic eggs
2014-01-06,1057fm477,sliced cheese
2014-01-06,1057fm477,soda
2014-01-06,1410ro766,sausage
2014-01-06,1410ro766,dishes
2014-01-06,1410ro766,rum
2014-01-06,1440kn258,tropical fruit
2014-01-06,1440kn258,fruit/vegetable juice
2014-01-06,1489vx047,vinegar
2014-01-06,1489vx047,newspapers
2014-01-06,1489vx047,brown bread
2014-01-06,1828re822,herbs
2014-01-06,1828re822,spread cheese
2014-01-06,1828re822,rolls/buns
2014-01-06,2010wc152,other vegetables
2014-01-06,2010wc152,yogurt
2014-01-06,2284sr849,tropical fruit
2014-01-06,2284sr849,fruit/vegetable juice
2014-01-06,2354ef319,beverages
2014-01-06,2354ef319,rolls/buns
2014-01-06,2354ef319,soups
2014-01-06,2354ef319,white bread
2014-01-06,2594qz039,soft cheese
2014-01-06,2594qz039,hard cheese
2014-01-06,2595gr665,curd
2014-01-06,2595gr665,cream cheese
2014-01-06,2595gr665,domestic eggs
2014-01-06,2638sh788,root vegetables
2014-01-06,2638sh788,misc. beverages
2014-01-06,3006wy937,waffles
2014-01-06,3006wy937,brown bread
2014-01-06,3113uk293,hygiene articles
2014-01-06,3113uk293,cling film/bags
2014-01-06,3218bx800,pastry
2014-01-06,3218bx800,dishes
2014-01-06,3218bx800,waffles
2014-01-06,3595ke858,domestic eggs
2014-01-06,3595ke858,canned beer
2014-01-06,3595ke858,bottled water
2014-01-06,3595ke858,waffles
2014-01-06,3614pp467,other vegetables
2014-01-06,3614pp467,frozen meals
2014-01-06,3743tz869,coffee
2014-01-06,3743tz869,soda
2014-01-06,3743tz869,photo/film
2014-01-06,3743tz869,domestic eggs
2014-01-06,3768id466,dessert
2014-01-06,3768id466,yogurt
2014-01-06,3849wr680,whole milk
2014-01-06,3849wr680,whole milk
2014-01-06,4575tz105,sausage
2014-01-06,4575tz105,mustard
2014-01-06,4649bl806,other vegetables
2014-01-06,4649bl806,soda
2014-01-06,4913uz855,onions
2014-01-06,4913uz855,whipped/sour cream
2014-01-06,4975em343,canned beer
2014-01-06,4975em343,berries
2014-01-06,4975em343,bottled water
2014-01-07,1049ex365,specialty bar
2014-01-07,1049ex365,margarine
2014-01-07,1113lw559,whole milk
2014-01-07,1113lw559,yogurt
2014-01-07,1113lw559,newspapers
2014-01-07,1320mb259,mayonnaise
2014-01-07,1320mb259,processed cheese
2014-01-07,1364cz359,citrus fruit
2014-01-07,1364cz359,frozen dessert
2014-01-07,1522sx257,whole milk
2014-01-07,1522sx257,waffles
2014-01-07,1522sx257,shopping bags
2014-01-07,1747jp148,frankfurter
2014-01-07,1747jp148,margarine
2014-01-07,1747jp148,frozen vegetables
2014-01-07,1825df243,long life bakery product
2014-01-07,1825df243,UHT-milk
2014-01-07,1825df243,whole milk
2014-01-07,1922rg369,yogurt
2014-01-07,1922rg369,whipped/sour cream
2014-01-07,1947cx309,whole milk
2014-01-07,1947cx309,berries
2014-01-07,1947cx309,specialty chocolate
2014-01-07,1947cx309,white bread
2014-01-07,2026mq818,other vegetables
2014-01-07,2026mq818,margarine
2014-01-07,2236nz266,bottled beer
2014-01-07,2236nz266,soda
2014-01-07,2236nz266,candy
2014-01-07,2369tk113,beef
2014-01-07,2369tk113,soda
2014-01-07,2411qm337,canned beer
2014-01-07,2411qm337,other vegetables
2014-01-07,2573up846,zwieback
2014-01-07,2573up846,brown bread
2014-01-07,2588zo607,whole milk
2014-01-07,2588zo607,coffee
2014-01-07,2898dt724,rolls/buns
2014-01-07,2898dt724,bottled water
2014-01-07,3376vv949,soda
2014-01-07,3376vv949,other vegetables
2014-01-07,3376vv949,cream cheese
2014-01-07,3444bd523,canned beer
2014-01-07,3444bd523,syrup
2014-01-07,3444bd523,brown bread
2014-01-07,3444bd523,rice
2014-01-07,3850dc625,rolls/buns
2014-01-07,3850dc625,pickled vegetables
2014-01-07,3966vd746,whole milk
2014-01-07,3966vd746,canned beer
2014-01-07,4171je401,whole milk
2014-01-07,4171je401,whole milk
2014-01-07,4308ki442,soda
2014-01-07,4308ki442,whole milk
2014-01-07,4367zs358,domestic eggs
2014-01-07,4367zs358,frozen vegetables
2014-01-07,4367zs358,curd
2014-01-07,4551xa383,mayonnaise
2014-01-07,4551xa383,pastry
2014-01-07,4722vh068,hygiene articles
2014-01-07,4722vh068,frozen dessert
2014-01-07,4818ow978,pip fruit
2014-01-07,4818ow978,white bread
2014-01-07,4818ow978,sliced cheese
2014-01-07,4969qs671,soda
2014-01-07,4969qs671,salty snack
2014-01-07,4969qs671,butter milk
2014-01-07,4969qs671,baking powder
2014-01-08,1243wc326,soda
2014-01-08,1243wc326,cling film/bags
2014-01-08,1285yt611,butter
2014-01-08,1285yt611,rolls/buns
2014-01-08,1495zu952,meat
2014-01-08,1495zu952,other vegetables
2014-01-08,2031xj712,rolls/buns
2014-01-08,2031xj712,detergent
2014-01-08,2086zl298,root vegetables
2014-01-08,2086zl298,butter
2014-01-08,2107st503,whole milk
2014-01-08,2107st503,coffee
2014-01-08,2294sz250,sugar
2014-01-08,2294sz250,bottled beer
2014-01-08,2407sw402,sliced cheese
2014-01-08,2407sw402,root vegetables
2014-01-08,2651gl701,dishes
2014-01-08,2651gl701,shopping bags
2014-01-08,2664od744,citrus fruit
2014-01-08,2664od744,pickled vegetables
2014-01-08,2899rt267,frankfurter
2014-01-08,2899rt267,canned beer
2014-01-08,2899rt267,soda
2014-01-08,3241bw862,ham
2014-01-08,3241bw862,whole milk
2014-01-08,3241bw862,brown bread
2014-01-08,3402eo250,newspapers
2014-01-08,3402eo250,rolls/buns
2014-01-08,3451hh358,soda
2014-01-08,3451hh358,soda
2014-01-08,3534qe177,citrus fruit
2014-01-08,3534qe177,processed cheese
2014-01-08,3893rl065,salty snack
2014-01-08,3893rl065,canned beer
2014-01-08,3998vv733,ice cream
2014-01-08,3998vv733,Instant food products
2014-01-08,3998vv733,long life bakery product
2014-01-08,4144xr923,whole milk
2014-01-08,4144xr923,bottled beer
2014-01-08,4765pe328,beef
2014-01-08,4765pe328,spread cheese
2014-01-08,4765pe328,misc. beverages
2014-01-08,4796aw097,curd
2014-01-08,4796aw097,soda
2014-01-08,4814yx799,white bread
2014-01-08,4814yx799,whole milk
2014-01-08,4814yx799,hygiene articles
2014-01-08,4939hx961,beef
2014-01-08,4939hx961,whipped/sour cream
2014-01-09,1005rx121,rolls/buns
2014-01-09,1005rx121,rolls/buns
2014-01-09,1408uo153,hamburger meat
2014-01-09,1408uo153,ice cream
2014-01-09,1552gl936,rolls/buns
2014-01-09,1552gl936,baby cosmetics
2014-01-09,1568vq687,candy
2014-01-09,1568vq687,domestic eggs
2014-01-09,1816wm190,soda
2014-01-09,1816wm190,whole milk
2014-01-09,1878wr902,chicken
2014-01-09,1878wr902,liquor
2014-01-09,1975ch715,rolls/buns
2014-01-09,1975ch715,soups
2014-01-09,2531ku738,beef
2014-01-09,2531ku738,chewing gum
2014-01-09,2642hh843,long life bakery product
2014-01-09,2642hh843,yogurt
2014-01-09,2946ho313,onions
2014-01-09,2946ho313,white wine
2014-01-09,3117bo698,berries
2014-01-09,3117bo698,domestic eggs
2014-01-09,3122ia666,coffee
2014-01-09,3122ia666,oil
2014-01-09,3122ia666,newspapers
2014-01-09,3299lg551,ham
2014-01-09,3299lg551,frozen meals
2014-01-09,3334be713,root vegetables
2014-01-09,3334be713,white wine
2014-01-09,3334be713,liquor (appetizer)
2014-01-09,3487eu112,rolls/buns
2014-01-09,3487eu112,seasonal products
2014-01-09,3692tc918,beef
2014-01-09,3692tc918,salty snack
2014-01-09,4356nm113,tropical fruit
2014-01-09,4356nm113,soda
2014-01-09,4356nm113,butter milk
2014-01-09,4427de526,turkey
2014-01-09,4427de526,salt
2014-01-09,4623tw352,newspapers
2014-01-09,4623tw352,white bread
2014-01-09,4852dd238,bottled water
2014-01-09,4852dd238,curd
2014-01-09,4915nc141,bottled water
2014-01-09,4915nc141,sliced cheese
2014-01-10,1625jl418,pot plants
2014-01-10,1625jl418,bottled water
2014-01-10,1625jl418,yogurt
2014-01-10,1847fj117,canned beer
2014-01-10,1847fj117,rolls/buns
2014-01-10,2676zn914,other vegetables
2014-01-10,2676zn914,candy
2014-01-10,2850sd283,pip fruit
2014-01-10,2850sd283,root vegetables
2014-01-10,2937ce885,rolls/buns
2014-01-10,2937ce885,pastry
2014-01-10,3106oz495,ham
2014-01-10,3106oz495,pastry
2014-01-10,3303bw983,dessert
2014-01-10,3303bw983,dishes
2014-01-10,3347ow822,coffee
2014-01-10,3347ow822,rolls/buns
2014-01-10,3879xy615,curd
2014-01-10,3879xy615,curd
2014-01-10,3929ru055,semi-finished bread
2014-01-10,3929ru055,dish cleaner
2014-01-10,4651nd341,rolls/buns
2014-01-10,4651nd341,rolls/buns
2014-01-10,4651nd341,sugar
2014-01-10,4720gu001,chocolate
2014-01-10,4720gu001,baking powder
2014-01-11,1241gw095,whole milk
2014-01-11,1241gw095,specialty cheese
2014-01-11,1308bi993,napkins
2014-01-11,1308bi993,pastry
2014-01-11,1403re482,cling film/bags
2014-01-11,1403re482,fruit/vegetable juice
2014-01-11,1589vl844,dessert
2014-01-11,1589vl844,butter
2014-01-11,1820xo351,citrus fruit
2014-01-11,1820xo351,butter milk
2014-01-11,1869aq774,root vegetables
2014-01-11,1869aq774,tropical fruit
2014-01-11,2544sw541,instant coffee
2014-01-11,2544sw541,processed cheese
2014-01-11,2551px209,other vegetables
2014-01-11,2551px209,curd
2014-01-11,2606fi957,whole milk
2014-01-11,2606fi957,candles
2014-01-11,2630ix131,root vegetables
2014-01-11,2630ix131,processed cheese
2014-01-11,2750cu918,waffles
2014-01-11,2750cu918,sparkling wine
2014-01-11,2860fb907,tropical fruit
2014-01-11,2860fb907,yogurt
2014-01-11,2860fb907,bottled water
2014-01-11,2940yv335,citrus fruit
2014-01-11,2940yv335,sliced cheese
2014-01-11,3489cm181,whole milk
2014-01-11,3489cm181,frozen dessert
2014-01-11,3489cm181,popcorn
2014-01-11,3751gu130,specialty chocolate
2014-01-11,3751gu130,pet care
2014-01-11,3840xk554,butter
2014-01-11,3840xk554,butter
2014-01-11,3855gs493,coffee
2014-01-11,3855gs493,white wine
2014-01-11,3920eh308,whole milk
2014-01-11,3920eh308,coffee
2014-01-11,4078is773,ham
2014-01-11,4078is773,hard cheese
2014-01-11,4081hw473,pip fruit
2014-01-11,4081hw473,domestic eggs
2014-01-11,4403mh492,butter
2014-01-11,4403mh492,pastry
2014-01-11,4403mh492,other vegetables
2014-01-11,4403mh492,other vegetables
2014-01-11,4467jg191,white bread
2014-01-11,4467jg191,UHT-milk
2014-01-11,4557is215,tropical fruit
2014-01-11,4557is215,soda
2014-01-11,4618st710,brown bread
2014-01-11,4618st710,other vegetables
2014-01-11,4915nc141,yogurt
2014-01-11,4915nc141,rolls/buns
2014-01-11,4916cj220,grapes
2014-01-11,4916cj220,whole milk
2014-01-11,4916cj220,frozen vegetables
2014-01-12,1045ud378,root vegetables
2014-01-12,1045ud378,yogurt
2014-01-12,1045ud378,butter
2014-01-12,1045ud378,yogurt
2014-01-12,1204ds292,softener
2014-01-12,1204ds292,chocolate
2014-01-12,1430mk836,soda
2014-01-12,1430mk836,canned beer
2014-01-12,1430mk836,soft cheese
2014-01-12,1430mk836,waffles
2014-01-12,1504so460,sausage
2014-01-12,1504so460,white wine
2014-01-12,1606wv557,dog food
2014-01-12,1606wv557,canned beer
2014-01-12,1623uw540,soda
2014-01-12,1623uw540,soda
2014-01-12,1655ng728,bottled water
2014-01-12,1655ng728,rolls/buns
2014-01-12,1702ey163,yogurt
2014-01-12,1702ey163,pip fruit
2014-01-12,1702ey163,yogurt
2014-01-12,2618vd743,long life bakery product
2014-01-12,2618vd743,salty snack
2014-01-12,2619hl146,shopping bags
2014-01-12,2619hl146,condensed milk
2014-01-12,2864vs334,popcorn
2014-01-12,2864vs334,dishes
2014-01-12,2864vs334,whole milk
2014-01-12,2952mr764,hamburger meat
2014-01-12,2952mr764,whipped/sour cream
2014-01-12,2952mr764,sugar
2014-01-12,2952mr764,newspapers
2014-01-12,3430qv888,other vegetables
2014-01-12,3430qv888,pot plants
2014-01-12,3430qv888,vinegar
2014-01-12,3649fy481,pip fruit
2014-01-12,3649fy481,ice cream
2014-01-12,3739sb513,red/blush wine
2014-01-12,3739sb513,salty snack
2014-01-12,3832ha518,whole milk
2014-01-12,3832ha518,shopping bags
2014-01-12,3832ha518,specialty bar
2014-01-12,3924yk762,hamburger meat
2014-01-12,3924yk762,pastry
2014-01-12,4165fh762,tropical fruit
2014-01-12,4165fh762,condensed milk
2014-01-12,4665kx567,soda
2014-01-12,4665kx567,rolls/buns
2014-01-12,4803eo936,root vegetables
2014-01-12,4803eo936,white bread
2014-01-12,4854zy442,tropical fruit
2014-01-12,4854zy442,domestic eggs
2014-01-12,4854zy442,candy
2014-01-12,4854zy442,sugar
2014-01-13,1051lp359,hamburger meat
2014-01-13,1051lp359,bottled beer
2014-01-13,1443hp831,hamburger meat
2014-01-13,1443hp831,dessert
2014-01-13,1483qa284,meat
2014-01-13,1483qa284,pip fruit
2014-01-13,1779cf186,citrus fruit
2014-01-13,1779cf186,newspapers
2014-01-13,1821iz015,coffee
2014-01-13,1821iz015,butter milk
2014-01-13,1956aj569,nut snack
2014-01-13,1956aj569,butter
2014-01-13,1961yg999,sugar
2014-01-13,1961yg999,frozen vegetables
2014-01-13,2148ez964,soda
2014-01-13,2148ez964,canned beer
2014-01-13,2383ko228,pork
2014-01-13,2383ko228,yogurt
2014-01-13,2927xd097,rolls/buns
2014-01-13,2927xd097,hygiene articles
2014-01-13,3482rl336,root vegetables
2014-01-13,3482rl336,oil
2014-01-13,3482rl336,soda
2014-01-13,3539ka809,photo/film
2014-01-13,3539ka809,bottled beer
2014-01-13,3789pa792,bottled water
2014-01-13,3789pa792,rolls/buns
2014-01-13,4002lf432,seasonal products
2014-01-13,4002lf432,flour
2014-01-13,4002lf432,domestic eggs
2014-01-13,4065rr450,brown bread
2014-01-13,4065rr450,pastry
2014-01-13,4067sb677,whole milk
2014-01-13,4067sb677,specialty chocolate
2014-01-13,4355bp325,whole milk
2014-01-13,4355bp325,pip fruit
2014-01-13,4681ds409,bottled water
2014-01-13,4681ds409,bottled water
2014-01-13,4836ad998,whipped/sour cream
2014-01-13,4836ad998,cream cheese
2014-01-13,4860ch476,pastry
2014-01-13,4860ch476,fruit/vegetable juice
2014-01-14,1065tt658,tropical fruit
2014-01-14,1065tt658,whole milk
2014-01-14,1065tt658,long life bakery product
2014-01-14,1065tt658,rum
2014-01-14,1311my650,other vegetables
2014-01-14,1311my650,rolls/buns
2014-01-14,1608da428,fruit/vegetable juice
2014-01-14,1608da428,ice cream
2014-01-14,1859wk288,soda
2014-01-14,1859wk288,chewing gum
2014-01-14,2076fa202,softener
2014-01-14,2076fa202,salty snack
2014-01-14,2294sz250,whole milk
2014-01-14,2294sz250,whipped/sour cream
2014-01-14,2384se321,semi-finished bread
2014-01-14,2384se321,rolls/buns
2014-01-14,2384se321,fruit/vegetable juice
2014-01-14,2384se321,tropical fruit
2014-01-14,2463lv825,berries
2014-01-14,2463lv825,soda
2014-01-14,2541qx218,soda
2014-01-14,2541qx218,specialty bar
2014-01-14,2545ua487,citrus fruit
2014-01-14,2545ua487,onions
2014-01-14,2564kx130,rolls/buns
2014-01-14,2564kx130,root vegetables
2014-01-14,2564kx130,rolls/buns
2014-01-14,2564kx130,long life bakery product
2014-01-14,2919my067,rolls/buns
2014-01-14,2919my067,curd
2014-01-14,3160ci439,red/blush wine
2014-01-14,3160ci439,shopping bags
2014-01-14,3246us913,pot plants
2014-01-14,3246us913,frozen vegetables
2014-01-14,3246us913,coffee
2014-01-14,3291qx007,butter milk
2014-01-14,3291qx007,newspapers
2014-01-14,3344mg432,rolls/buns
2014-01-14,3344mg432,yogurt
2014-01-14,3361hr617,white wine
2014-01-14,3361hr617,bottled beer
2014-01-14,4086he329,pastry
2014-01-14,4086he329,semi-finished bread
2014-01-14,4086he329,dishes
2014-01-14,4086he329,napkins
2014-01-14,4143rb933,pastry
2014-01-14,4143rb933,other vegetables
2014-01-14,4206jo367,rolls/buns
2014-01-14,4206jo367,rolls/buns
2014-01-14,4321rs902,yogurt
2014-01-14,4321rs902,soda
2014-01-14,4362ah311,yogurt
2014-01-14,4362ah311,rolls/buns
2014-01-14,4362ah311,domestic eggs
2014-01-14,4362ah311,fruit/vegetable juice
2014-01-14,4550yd018,chicken
2014-01-14,4550yd018,long life bakery product
2014-01-14,4858hl070,detergent
2014-01-14,4858hl070,misc. beverages
2014-01-15,1052mh291,root vegetables
2014-01-15,1052mh291,grapes
2014-01-15,1139ga064,tropical fruit
2014-01-15,1139ga064,soft cheese
2014-01-15,1169tw612,other vegetables
2014-01-15,1169tw612,rolls/buns
2014-01-15,1351kh704,tropical fruit
2014-01-15,1351kh704,detergent
2014-01-15,1351kh704,rolls/buns
2014-01-15,1351kh704,coffee
2014-01-15,1574ar998,whole milk
2014-01-15,1574ar998,flour
2014-01-15,1591af482,frozen meals
2014-01-15,1591af482,bottled beer
2014-01-15,2160ij955,margarine
2014-01-15,2160ij955,rolls/buns
2014-01-15,2347fx025,sausage
2014-01-15,2347fx025,canned beer
2014-01-15,2355ct975,chocolate
2014-01-15,2355ct975,yogurt
2014-01-15,3554ts049,white bread
2014-01-15,3554ts049,make up remover
2014-01-15,3782xp032,pip fruit
2014-01-15,3782xp032,curd
2014-01-15,4243wv616,napkins
2014-01-15,4243wv616,sugar
2014-01-15,4762qs497,pip fruit
2014-01-15,4762qs497,whole milk
2014-01-16,1054aq605,soda
2014-01-16,1054aq605,fruit/vegetable juice
2014-01-16,1194bf050,whole milk
2014-01-16,1194bf050,bottled water
2014-01-16,1194bf050,honey
2014-01-16,1476io750,yogurt
2014-01-16,1476io750,coffee
2014-01-16,1961yg999,tropical fruit
2014-01-16,1961yg999,yogurt
2014-01-16,2118zd260,butter milk
2014-01-16,2118zd260,frozen vegetables
2014-01-16,2237wy622,flower (seeds)
2014-01-16,2237wy622,sliced cheese
2014-01-16,2237wy622,soups
2014-01-16,2332kr386,rolls/buns
2014-01-16,2332kr386,soft cheese
2014-01-16,2520bu705,canned fruit
2014-01-16,2520bu705,newspapers
2014-01-16,2716na797,rolls/buns
2014-01-16,2716na797,curd cheese
2014-01-16,2738el354,pickled vegetables
2014-01-16,2738el354,pastry
2014-01-16,2738el354,brown bread
2014-01-16,2738el354,sugar
2014-01-16,2851ff142,rolls/buns
2014-01-16,2851ff142,misc. beverages
2014-01-16,3221gv051,soda
2014-01-16,3221gv051,bottled water
2014-01-16,3221gv051,house keeping products
2014-01-16,3222mx417,rolls/buns
2014-01-16,3222mx417,sliced cheese
